17	2359	81071,82332,94058,88860,86715,79900,60634,90598,89506,89505,65492,88584,92241,59229,84476,96044,76934,95943,81061,87110,91328,83475,96368,97445,76079,88404,77504,82777,93015,68039,86746,88887,90784,56036,79858,91091,76097,42456,45560,69342,91348,76292,94193,95937,63818,96056,89135,89109,95845,74713,91896,99054,93027,93494,66509,89516,80134,67645,76669,79547,98642,76312,91494,99473,59604,97741,87694,83280,89889,90577,75731,80295,78437,85765,93997,46665,83893,44644,92229,76812,88669,61653,96156,67250,40257,83923,82953,42798,51236,45555,88570,92014,41567,56375,83949,87082,95231,42080,39784,96924
18	2765	54736,61833,50189,41870,66943,62507,38479,54768,71440,66037,54816,43011,72154,67274,77305,69356,91640,69402,54789,49408,41515,43009,65852,71089,66850,55632,71590,41583,67364,65344,65913,62492,46601,50386,64817,51676,56356,71697,45800,64049,65404,54968,71065,40617,52099,52028,52638,40616,54619,63177,61848,61092,41578,44547,55424,59024,73342,49823,50312,45408,55134,71941,59049,70099,49866,43825,57862,71473,67291,56641,79971,70079,62351,64957,65991,71079,51994,54863,39935,45598,50004,64914,62921,46102,53494,43410,47021,64269,58730,49927,43979,44484,47288,41980,69765,46864,73677,45905,56629,74036
19	3201	72773,96168,90509,89677,83696,97733,82467,92951,86135,97588,86626,97927,92799,75376,62977,95958,48684,83222,55015,75386,54061,76924,75388,63575,61486,38898,81294,48324,73203,56189,88354,81450,85370,94387,46473,91801,45485,92098,93596,60878,48345,67996,40927,94207,58490,96668,59931,51983,87864,38700,65208,39839,97551,61624,89777,45550,90222,76323,83909,85333,47253,82032,61527,89087,69504,44133,51555,46501,93223,81950,80305,42349,100074,47998,43088,74124,92101,96241,79810,79749,64877,98531,94024,92966,71236,89700,80248,41770,46479,69576,46217,42454,38946,77467,70953,77170,65519,86576,80249,84882
20	916	12936,15772,12522,3078,4267,1601,9743,7499,11078,25425,9828,9368,8251,781,9579,10510,2968,6113,24956,5741,698,15194,14726,14187,4357,4719,2033,1575,12480,15784,7966,11747,2064,15195,13174,18962,10148,4497,9784,2055,16734,11088,3447,14130,14649,24752,5294,7325,21091,3046,24747,2801,12225,9360,22916,12224,18990,15202,2666,17337,19863,12102,15310,12839,16720,9294,14512,18183,24610,1135,12545,14844,13179,21120,13081,14222,311,3973,2875,11209,9578,24734,19913,6462,1396,22143,1415,19826,1645,24232,8478,10509,20934,5978,4078,3587,17554,11203,5929,2206
21	3125	48312,47200,74284,74264,57760,74259,62736,48997,68116,54483,60375,93172,54443,59616,62668,52921,60049,97887,57969,56828,56822,52890,57179,68053,45264,56820,91507,90024,68520,86430,90328,74460,47419,73980,63086,52707,63448,38725,51847,59744,63752,69184,90005,66220,70646,42961,86165,48200,46401,93611,67341,48738,42418,45156,68120,84427,99854,89897,88382,68094,69654,89000,94054,68324,58604,68517,47484,58285,42972,97106,99284,60955,58610,47908,48199,89189,53959,63949,93898,67899,59614,68359,72464,68616,58305,63626,93907,98303,93311,73156,71360,61484,42162,41152,63762,57410,91871,49385,59912,83865
22	1976	87309,85324,94865,93916,93918,77866,90346,98934,81331,56894,96757,92042,76389,87902,42606,74125,52947,39856,77559,61576,82995,99878,39860,96756,96005,79048,38816,78964,78992,68749,55272,54991,87875,51750,42599,88120,53931,38831,75708,82985,42525,75364,60076,48418,42524,82994,99444,46844,77943,86117,65010,79377,83914,46188,72246,91617,69906,42098,81627,60316,83485,94416,65192,72247,51616,68770,73518,62594,97454,61568,74683,41976,94183,77587,62999,74684,82521,83136,69585,79368,65543,38596,86600,42301,99056,38822,45704,81734,95831,99078,69613,51130,83314,48204,78678,78530,42097,85947,77308,56846
23	275	14787,18681,13142,9313,6033,10547,12788,11508,18850,23285,10542,9129,8752,22863,7933,19283,20446,7144,7103,21787,6223,2647,6611,9735,9447,479,18404,7937,6843,25387,8316,24007,2996,19536,16753,24269,18324,20443,4641,22278,1558,7714,14853,9116,3706,3785,14628,8584,20491,15525,12040,7009,14275,11450,2800,22727,22298,14442,20319,4308,19100,22274,21215,7747,14683,14702,7126,17262,8525,10372,14868,6610,24628,22807,5528,10419,22291,3824,23908,13125,3874,5944,14208,16493,2985,5034,10388,18825,22554,7666,14620,9733,2398,18798,5739,4931,17118,23233,25141,19388
24	82	12139,19004,5865,2507,24981,5861,26440,10692,19129,27300,27040,4365,2538,24662,18209,9545,13442,29046,26703,37451,20738,28305,21479,29697,699,11542,9720,36183,15976,5123,19980,5956,28332,2688,37066,9739,12779,2645,35418,13750,6536,21477,21774,35846,20562,18836,10563,20958,27050,12079,29229,34754,36129,11377,19249,26317,35585,27045,21874,21615,2223,17704,13801,35388,23546,26050,22972,28022,4896,5257,10574,34095,20761,4934,37551,26709,19927,11825,2172,30404,32175,36327,9380,20293,30815,19140,31359,37487,12296,33198,8312,29896,21652,15115,21772,22929,24907,16527,15923,3088
25	364	7187,19936,507,13623,19427,24919,18130,9383,24222,7124,7433,14917,308,16139,18243,19531,23551,9976,22323,9138,22289,5208,1071,3222,9431,12947,20565,3743,1535,23248,16760,19941,5568,3963,1243,12135,2690,12149,25507,9437,12879,22765,16015,4277,17042,23496,9603,9434,13483,107,6687,9430,5202,1895,442,12494,4505,15146,12423,17990,20543,1623,10548,9694,20128,17565,21584,22472,20498,24743,4422,6424,12185,1407,1312,10657,10498,13711,2496,6227,17559,13615,7081,17550,12937,2224,23772,2256,22482,20685,5402,9112,24484,12833,19887,13123,15560,12499,23773,24988
26	992	4845,12099,1595,2857,19035,15983,4589,23050,15357,1730,14975,1307,13147,17386,4330,15208,18276,17302,9643,14146,14521,7281,160,6441,15476,24918,10112,15100,17762,4517,4429,21165,3155,25455,11813,1166,23589,19938,8596,1113,7169,5040,11940,935,5168,165,1493,4187,1321,5327,2339,24555,19770,15736,258,14607,11060,20619,778,10150,21100,4301,10564,4403,12214,15210,17558,7258,22371,5041,4122,19039,12787,4229,4416,9201,11109,22295,15209,24987,22044,8555,14271,820,6082,22436,17062,19088,6115,17374,25516,12850,21127,23681,22428,24177,7023,17536,12289,11463
27	1007	30006,29284,26860,2883,38106,644,25647,35364,35658,34424,37353,36489,19976,20878,20053,35974,18656,18864,26629,2750,35763,13622,38286,36022,6413,27637,26106,12397,4247,35985,8051,19911,24433,36337,22292,29561,31848,32917,31818,1969,22753,26169,26170,22759,1741,13507,22763,5007,220,22695,6950,6596,20891,19659,21074,11740,35975,22748,21559,16523,4778,32846,29269,36823,36824,19798,29610,26895,30837,37708,37087,28287,23965,9971,30244,13454,35044,12309,20818,24220,871,12396,809,15880,2463,24019,34478,23904,37287,18526,22058,3285,14583,8124,36516,26245,21495,34684,33356,13319
28	1369	42153,42988,51828,63897,53036,50545,71343,67461,48942,42253,68375,41152,71342,71360,67807,68550,96284,89946,42972,53053,47497,51847,60198,51042,63626,67265,99168,95884,68359,63752,55864,48199,60630,48875,51271,63614,58639,71769,63511,67263,49103,38609,48423,74625,68324,53045,69288,66220,54047,63885,38607,70395,67907,48491,59954,63776,55814,52814,40532,64174,49154,68877,42961,68387,77120,59340,59720,62768,57824,45146,67958,43159,68520,55921,43094,57969,74598,66580,63917,58167,40516,68047,63799,60506,52567,48997,71204,69184,59064,51895,42302,58646,45929,47484,58775,50953,64655,51343,68116,38716
29	1936	50038,42577,53151,67418,53199,46787,50457,64591,58296,64930,50631,65939,58313,70987,74840,46164,61168,38527,67008,71064,40357,61620,38530,50123,60489,52867,56566,45093,45694,75841,50269,94556,49938,58936,50343,61738,70784,47038,40491,94688,65396,81491,55561,40671,96345,58114,51400,58762,60171,43461,91651,39882,68854,42225,66751,54286,69771,56438,42436,66679,54321,92440,43364,61121,39800,58786,49516,43601,52096,64899,91147,38535,73039,64900,58943,79497,50593,58479,40836,48032,50627,58436,64514,48004,70358,43371,48006,56202,44457,38801,44659,59589,51850,67916,43796,49375,58885,52076,66408,70786
30	3244	60950,47230,47316,62541,64291,45336,55156,55019,55050,64660,66204,46663,64345,44054,67432,72719,55113,58513,55311,55599,39919,48376,70058,44511,54073,59491,71709,47379,62780,63024,52330,41246,69528,57312,62008,64691,62164,61617,86147,73578,54445,49726,39677,54616,66448,63965,67203,62660,49524,51820,50498,64957,51875,69937,71339,97573,67242,38935,44263,39376,50521,62928,60018,83148,98895,47523,47249,52028,40616,41173,98391,88100,52362,90411,63444,50535,47255,54015,69216,53494,78950,44398,46612,75699,65031,45800,56225,52685,70289,46995,42668,62904,50978,96570,41425,71941,59049,43825,45688,66510
31	1619	94010,96219,92836,94452,94041,94543,90265,94451,79992,93983,80220,92853,83773,93740,77017,48744,89515,96207,83093,88598,92717,72037,45770,50621,61711,66256,40020,51365,45774,71013,60956,93216,67947,61714,98392,61133,71570,73432,44843,100150,56527,85109,61001,80755,58431,63111,40353,43334,94912,40052,42035,68565,75617,83577,82368,71476,57557,66080,95062,61132,77716,38382,83513,48814,97295,64126,71566,69354,81075,38594,53238,67691,43373,85202,69376,98173,57310,70125,81361,71049,65902,97873,96685,45100,87482,64600,63038,91254,78075,59079,91253,70795,97353,75936,47983,85502,43268,90192,87408,53613
32	961	21202,16641,8870,24276,17867,11084,15294,20305,22708,24550,5394,4797,31,10096,4969,16520,17945,12870,8492,18624,3054,1828,6238,13213,17991,25514,10609,8595,12036,11960,22341,13531,3577,313,18441,309,4471,18849,18735,4628,3479,10447,8485,21151,20530,9282,15578,10971,20370,108,17065,20427,9533,21288,11586,9373,6354,22475,14856,19510,5760,4375,2235,22025,7839,11706,2990,2984,3908,554,5269,25460,1360,10715,14777,8728,10446,8063,4047,5061,2282,11968,22418,2288,10960,35558,22357,9303,1789,3413,14241,8303,21259,6754,1869,10464,1016,12691,1141,2277
33	1978	80621,90544,88574,95312,93545,67603,80723,90749,48630,92054,80622,75739,78669,99408,82558,58094,95836,58035,94600,87259,77772,75715,80689,40318,38528,86888,77893,81096,75197,82163,81962,100060,82673,98113,90956,98901,84954,79035,78163,90931,87644,99544,94598,99439,82968,86913,92991,78491,86681,95165,84267,84479,64854,90022,91987,85653,93316,88521,91996,39931,86898,93634,78274,99071,96560,86623,88980,75336,43813,94910,90966,91868,94263,84379,86263,91514,85650,41372,93162,93000,96188,98422,98292,96690,90026,83095,78489,38377,39562,57589,78168,57005,95635,54027,91044,82911,88988,80695,84388,53187
34	2895	63840,42325,68561,55233,68889,54990,42531,63854,44760,40700,52636,41739,61883,42003,38676,66243,70344,38468,63396,64601,44654,83322,66087,65020,63056,56721,60957,38520,63055,52658,54925,72775,51481,57310,62808,63060,53613,55715,63622,82984,53868,82975,60501,39391,64600,63393,52968,62860,72809,70478,67264,43268,68705,66550,70733,58585,60958,66546,42310,70593,43370,74667,50112,60963,52586,70512,68556,70516,41144,43270,54779,61695,70738,52961,60497,52753,68871,71563,60499,62971,67672,57979,38496,66508,52942,66275,71566,68740,64045,52943,65859,44590,68061,69547,70795,58929,67247,70735,71782,60994
35	688	5570,5472,6135,7582,7408,14403,7256,7729,18043,6160,17350,11775,9405,15360,7289,18949,20211,20988,14345,9786,18085,6068,5299,21598,20255,13012,21364,15857,4082,10701,6157,6702,11338,13322,18092,9811,10802,24865,4761,3961,3136,5459,7532,12982,3457,1152,17925,3966,5867,4643,7691,19977,17550,15448,18461,6597,7162,23310,24356,20829,10533,22550,22458,9455,6225,16606,8347,15918,21076,23370,19923,7428,4304,34371,23662,10884,12346,22488,1243,8361,4472,18462,20149,1407,13817,11282,20765,6357,29558,18051,12476,7213,1972,10343,800,891,17692,23623,16320,12677
36	2691	48908,72397,95881,72420,94257,70311,69296,80328,83497,89630,97770,84859,87552,77970,91757,58366,52829,64647,90197,76552,85557,99752,60609,85655,72792,90434,89486,98519,77205,76596,94273,95498,99567,79143,95732,55132,63761,68793,94467,90439,74525,97249,59098,70847,68192,69772,63508,59629,85488,76032,42206,43022,84463,64656,75743,85240,73636,72386,74277,95698,79894,88576,44368,91676,64185,75116,83528,96382,72421,54248,75986,59747,82955,75657,43257,88340,53562,89396,82644,85995,86750,80327,91212,59531,50271,90435,55153,84299,95200,54568,94507,47227,92880,92301,60373,96851,89229,55412,67629,86399
37	447	5711,12675,25351,15718,13158,19924,8581,20407,5896,4552,2141,9563,11465,3488,10636,3939,1106,17752,23262,25019,2136,25142,9504,7222,24056,11366,1857,15702,15999,3503,8606,4979,2719,11996,25308,2762,1274,10296,2914,25515,1051,17305,9846,7174,8927,21194,22137,21260,22380,8162,18977,13664,21231,1208,24379,4928,6208,17784,2938,18520,5192,3233,23568,2695,5770,2754,21045,6645,2732,14210,23567,1661,19893,8992,25192,3556,12391,5155,17410,5875,30322,15748,7674,29476,22076,17861,22593,3761,6779,12592,15986,2868,19406,36914,18811,8716,18862,17015,11266,13980
38	416	21285,24111,8459,5978,10760,5370,20274,6099,15053,23797,1751,22625,9446,16138,18039,19446,3097,900,8439,10791,784,23670,2918,2452,7127,619,12732,5976,18020,9904,21289,5274,12359,9815,5239,9766,5995,19691,6846,21361,17652,17697,2968,9776,6176,425,13855,17661,17447,8342,594,2102,25753,9743,16764,2080,14449,5563,4701,15425,13020,2074,3441,10963,11078,13247,6773,1612,20242,4428,38246,30527,4798,22626,6812,14517,20964,21930,3166,15803,6735,25540,28968,6625,781,16082,17712,21266,1575,24148,16375,13364,7499,6131,15805,6616,3173,8298,14966,2054
39	3205	49379,41597,74917,48682,64561,56648,79952,74936,75196,75199,57028,48665,66920,56426,60245,73441,60231,58256,70756,41629,66925,49857,80853,67241,57460,48206,63345,63946,48211,40329,59510,62000,68237,48568,66640,83135,84559,58202,52940,55546,95131,50348,96939,66205,68158,43133,99163,91939,64043,59026,92049,40725,74681,77488,97868,55491,97660,80826,69781,67128,69349,56173,54273,67372,52903,75291,51174,69807,95354,69368,67345,72921,73681,67396,100160,38748,44703,69018,62149,72644,83649,69021,38494,72002,68959,83900,74038,69703,75277,81721,70152,75147,67257,73702,38753,74952,55777,68150,99702,52897
40	1266	38479,42608,60012,62766,60772,53527,56111,50886,75127,45721,73293,54695,60707,64642,64726,52584,42076,52698,50575,51498,65593,86231,48555,71220,74732,43242,47079,45729,73314,46403,65135,66420,39735,71335,39738,42613,52900,55082,42698,39742,46165,53529,83682,66446,72331,45548,50821,55332,69615,86258,50265,74545,86709,61733,83706,89746,70428,41439,70398,38983,89672,91231,59352,57120,81997,46330,73851,90756,54765,76124,53124,70915,58632,66410,98098,92989,81968,39017,91443,68370,76038,76126,79254,47417,45341,90939,55037,78181,70879,44475,89854,83573,75168,50662,59283,76949,70175,50930,45720,77136
41	2629	39935,38479,64817,71122,61848,67274,54736,71061,45783,41515,65344,44643,40074,56641,61069,71543,41782,42597,42459,64914,67908,42558,40062,74380,52192,65329,65367,65332,45036,65457,39379,50333,69402,55761,46744,72154,49846,74940,39920,59758,53907,67868,63301,61834,73677,64462,73076,43236,67343,63267,92544,72603,56270,46864,54789,40102,44087,56561,52064,53224,42837,55723,74349,45797,62627,60087,38359,45102,42770,55632,56082,98620,76302,40212,50312,75266,62492,40188,43735,47574,73075,51676,73388,51358,47242,98248,65342,51560,49784,71590,38629,71646,40555,76266,40617,67776,44972,55228,47077,64787
42	38	13179,10509,17554,6873,4408,2874,13081,17570,24415,3046,21133,13098,14222,3447,18183,8478,6462,14414,10146,16703,24752,11747,2801,14985,14199,2767,2943,24734,1869,15750,10295,14726,15139,12480,9360,13727,5973,242,13176,4719,1575,8172,2968,5929,20090,30163,22282,7499,6754,21091,34019,9743,241,9578,313,5741,12936,19831,3973,2285,18039,19913,22715,9283,1847,24232,1360,2235,22143,18962,9373,2072,28932,2055,10715,3796,17135,14844,28406,19691,15772,11078,787,4267,29804,27378,3078,5239,12359,5808,14923,9251,27577,24747,12522,5274,6113,17352,781,1913
43	1356	65915,75227,65356,63133,47872,38479,47970,67839,46719,73051,67840,40085,80369,71425,64004,43976,55759,56326,44941,53927,46923,59700,55514,44966,72576,44959,42994,41521,76491,43925,78312,41533,64513,55192,72197,63162,61673,46166,51175,66701,96641,58338,64431,65782,56125,57323,61608,60830,45219,91549,50358,77094,67471,55764,74868,45269,68347,73467,76732,65017,56421,67077,54713,87008,88046,67704,57193,44946,70008,68329,83984,62310,51047,50540,76162,91970,45216,67383,62281,43962,46668,45215,56853,76699,58617,77678,78842,61855,65856,46738,38754,53347,75862,68179,61204,39174,67496,68473,88352,85107
44	1527	87326,94218,75079,81028,62959,95938,72912,76589,46214,92995,85260,97775,65252,91891,96481,82861,85007,98887,88110,83206,91714,92804,90582,82942,88991,84449,82862,93465,75763,84749,96152,75762,67148,84998,56102,80131,77843,76607,95053,86698,83289,98908,93089,91255,62728,75768,86207,55191,86985,95362,88063,85555,73641,81020,44727,50555,86875,84685,44143,80468,68528,92677,72441,89578,96620,52526,77959,92040,81315,99244,48231,97452,55090,46701,76344,90351,45513,76324,86443,86140,76618,84019,45448,75757,80502,72837,68527,62084,83554,50908,43964,60778,48203,77909,39208,76335,90800,49926,78968,54999
45	2999	54970,70556,71329,38796,58575,47817,39636,64624,58311,71067,64216,58579,68299,42693,48170,48904,71165,42128,46158,47820,76314,69230,73565,51569,46662,64229,61988,42921,85345,42911,55863,41096,72260,78537,61408,64182,96692,50746,96794,44754,39180,68338,71744,94190,68222,61682,41078,64618,47330,55829,74200,55868,58653,74222,74831,93447,54420,41085,80597,42546,58597,45206,90221,64194,59204,38770,85194,62747,47258,73554,77420,49775,83241,87481,42274,97229,58065,60845,61435,83910,65355,78488,84257,98265,83228,98778,73564,64060,42855,66736,59564,62031,95084,82429,55345,72715,64246,66964,39024,46152
